RecId,EqId,EqName,Year,Station,StationSeqNo,StationId,Magnitude,Strike,Dip,Rake,Mechanism,HypoCtrLatitude ,HypoCtrLongitude,HypocenterDepth,Fault Name,EpiD,HypD,JBD,CRD,RmsD,ClstD,Rx,Vs30,StationLatitude,StationLongitude,FileNameHorizontal1,FileNameHorizontal2,FileNameVertical,H1Azimith,H2Azimuth,LowestUsableFreqH1,LowestUsableFreqH2,Lowest Usable Freq,PGA,PGV,PGD,T0.010S,T0.020S,T0.022S,T0.025S,T0.029S,T0.030S,T0.032S,T0.035S,T0.036S,T0.040S,T0.042S,T0.044S,T0.045S,T0.046S,T0.048S,T0.050S,T0.055S,T0.060S,T0.065S,T0.067S,T0.070S,T0.075S,T0.080S,T0.085S,T0.090S,T0.095S,T0.100S,T0.110S,T0.120S,T0.130S,T0.133S,T0.140S,T0.150S,T0.160S,T0.170S,T0.180S,T0.190S,T0.200S,T0.220S,T0.240S,T0.250S,T0.260S,T0.280S,T0.290S,T0.300S,T0.320S,T0.340S,T0.350S,T0.360S,T0.380S,T0.400S,T0.420S,T0.440S,T0.450S,T0.460S,T0.480S,T0.500S,T0.550S,T0.600S,T0.650S,T0.667S,T0.700S,T0.750S,T0.800S,T0.850S,T0.900S,T0.950S,T1.000S,T1.100S,T1.200S,T1.300S,T1.400S,T1.500S,T1.600S,T1.700S,T1.800S,T1.900S,T2.000S,T2.200S,T2.400S,T2.500S,T2.600S,T2.800S,T3.000S,T3.200S,T3.400S,T3.500S,T3.600S,T3.800S,T4.000S,T4.200S,T4.400S,T4.600S,T4.800S,T5.000S,T5.500S,T6.000S,T6.500S,T7.000S,T7.500S,T8.000S,T8.500S,T9.000S,T9.500S,T10.000S,T11.000S,T12.000S,T13.000S,T14.000S,T15.000S,T20.000S,AveStrike ,Damping,RotD
1528,0137,"Chi-Chi, Taiwan",1999,TCU101,1060,,7.62,20,33,55,3,23.8500,120.8200,8,,45.05,45.75,2.11,,22.41,2.11,-2.11,389.41,24.242,120.7092,CHICHI\TCU101-E.AT2,CHICHI\TCU101-N.AT2,CHICHI\TCU101-V.AT2,90,0,0.050,0.050,0.050,2.3429E-01,5.6319E+01,6.2133E+01,2.3453E-01,2.3976E-01,2.4621E-01,2.5239E-01,2.5638E-01,2.5657E-01,2.6560E-01,2.6889E-01,2.6716E-01,2.5596E-01,2.7048E-01,2.7858E-01,2.8111E-01,2.8374E-01,2.8361E-01,2.7371E-01,3.2043E-01,3.2839E-01,3.3452E-01,3.4651E-01,3.5931E-01,3.5142E-01,3.3349E-01,3.5558E-01,3.4854E-01,3.4893E-01,4.1158E-01,4.6703E-01,3.6362E-01,3.5345E-01,3.5915E-01,4.0274E-01,4.5788E-01,5.2708E-01,4.7571E-01,4.6665E-01,4.3533E-01,4.5137E-01,4.5931E-01,4.6915E-01,5.2680E-01,5.3018E-01,5.5514E-01,5.6349E-01,5.6064E-01,4.8882E-01,4.6908E-01,4.6888E-01,4.6603E-01,5.4109E-01,5.7737E-01,5.3543E-01,5.4037E-01,5.1622E-01,4.8657E-01,4.6768E-01,4.8971E-01,5.5876E-01,5.2040E-01,4.2926E-01,4.1846E-01,3.6197E-01,3.4780E-01,3.6139E-01,3.4542E-01,3.5052E-01,3.5782E-01,3.1170E-01,2.9870E-01,3.1529E-01,2.7446E-01,2.4853E-01,2.5018E-01,2.0628E-01,1.8844E-01,1.8605E-01,1.6647E-01,1.7057E-01,1.5028E-01,1.7050E-01,1.6950E-01,1.6495E-01,1.4478E-01,1.3597E-01,1.3187E-01,1.3036E-01,1.2615E-01,1.2370E-01,1.2265E-01,1.2364E-01,1.2577E-01,1.2794E-01,1.2877E-01,1.2827E-01,1.2725E-01,1.1963E-01,1.0751E-01,9.8048E-02,8.8394E-02,7.9125E-02,8.0341E-02,7.7657E-02,7.0960E-02,6.1976E-02,5.3930E-02,4.1336E-02,3.0950E-02,2.4859E-02,2.0464E-02,1.7241E-02,8.4503E-03,7.78,5,50
1529,0137,"Chi-Chi, Taiwan",1999,TCU102,1061,,7.62,20,33,55,3,23.8500,120.8200,8,,45.56,46.26,1.49,,19.98,1.49,-1.49,714.27,24.2493,120.7208,CHICHI\TCU102-E.AT2,CHICHI\TCU102-N.AT2,CHICHI\TCU102-V.AT2,90,0,0.050,0.063,0.063,2.6678E-01,8.0098E+01,7.5329E+01,2.6686E-01,2.6740E-01,2.6735E-01,2.6782E-01,2.6742E-01,2.6726E-01,2.6833E-01,2.7088E-01,2.7123E-01,2.7266E-01,2.7501E-01,2.7639E-01,2.7584E-01,2.7564E-01,2.7563E-01,2.7725E-01,2.8031E-01,2.8442E-01,2.8667E-01,2.8888E-01,2.8590E-01,2.9143E-01,2.8849E-01,2.9065E-01,2.8943E-01,2.8506E-01,2.8076E-01,2.7040E-01,2.7124E-01,2.7457E-01,2.7905E-01,2.8747E-01,2.9820E-01,2.8643E-01,2.9032E-01,3.0232E-01,3.0818E-01,2.9740E-01,3.0084E-01,2.8648E-01,2.9660E-01,3.1591E-01,3.0422E-01,3.2862E-01,3.5970E-01,3.9641E-01,3.7361E-01,4.0346E-01,4.2416E-01,3.8065E-01,3.8904E-01,4.2570E-01,4.8913E-01,5.2616E-01,5.5684E-01,6.0499E-01,5.9445E-01,5.5855E-01,5.7337E-01,6.3172E-01,6.4895E-01,6.7883E-01,6.8490E-01,5.4723E-01,4.9846E-01,5.0153E-01,5.4249E-01,5.9841E-01,5.5523E-01,6.6982E-01,5.9937E-01,5.8061E-01,5.2256E-01,4.7014E-01,4.6877E-01,4.4764E-01,4.2715E-01,4.4702E-01,5.0517E-01,5.3475E-01,5.0266E-01,4.8310E-01,4.0419E-01,3.3762E-01,2.8184E-01,2.5062E-01,2.3679E-01,2.2335E-01,2.0976E-01,2.0949E-01,2.1321E-01,2.0981E-01,2.0143E-01,1.9289E-01,1.8366E-01,1.5828E-01,1.4096E-01,1.2429E-01,1.1430E-01,1.0413E-01,9.6123E-02,8.9925E-02,7.8236E-02,6.6878E-02,5.9194E-02,4.5795E-02,3.6246E-02,2.8466E-02,2.2208E-02,1.8864E-02,9.0681E-03,7.78,5,50
1530,0137,"Chi-Chi, Taiwan",1999,TCU103,1062,,7.62,20,33,55,3,23.8500,120.8200,8,,52.43,53.04,6.08,,28.95,6.08,-6.08,494.1,24.3098,120.7072,CHICHI\TCU103-E.AT2,CHICHI\TCU103-N.AT2,CHICHI\TCU103-V.AT2,90,0,0.025,0.063,0.063,1.5845E-01,5.2488E+01,5.0567E+01,1.5851E-01,1.5902E-01,1.5929E-01,1.5929E-01,1.6041E-01,1.6060E-01,1.6074E-01,1.6213E-01,1.6258E-01,1.6297E-01,1.6474E-01,1.6695E-01,1.6772E-01,1.6760E-01,1.7011E-01,1.7784E-01,2.0002E-01,1.7645E-01,1.6330E-01,1.6698E-01,1.7655E-01,1.7854E-01,1.8052E-01,1.7987E-01,1.7679E-01,1.8574E-01,1.9393E-01,2.1314E-01,2.1267E-01,2.0507E-01,2.0544E-01,2.2538E-01,2.3098E-01,2.3742E-01,2.3033E-01,2.1122E-01,2.3836E-01,2.3945E-01,2.7561E-01,3.7004E-01,3.6185E-01,3.3996E-01,3.4973E-01,3.7816E-01,3.4225E-01,3.2539E-01,3.5655E-01,3.8945E-01,4.0115E-01,3.8926E-01,4.2011E-01,4.4149E-01,4.5148E-01,4.5303E-01,4.5714E-01,4.7831E-01,4.3429E-01,3.3858E-01,2.8378E-01,2.6335E-01,2.7057E-01,2.9500E-01,3.1705E-01,3.2601E-01,2.8698E-01,2.8833E-01,2.8882E-01,2.9845E-01,2.8892E-01,2.3475E-01,2.2978E-01,2.1765E-01,1.9998E-01,1.8276E-01,1.6927E-01,1.3748E-01,1.3919E-01,1.5356E-01,1.7209E-01,1.8827E-01,1.9185E-01,1.9848E-01,1.8973E-01,1.6629E-01,1.4531E-01,1.3696E-01,1.3630E-01,1.3470E-01,1.2327E-01,1.1448E-01,1.0113E-01,9.8363E-02,9.8742E-02,9.9967E-02,1.0229E-01,1.1066E-01,1.1187E-01,1.0790E-01,1.0468E-01,9.6405E-02,8.2802E-02,7.4826E-02,6.7013E-02,5.9535E-02,5.2048E-02,3.8170E-02,3.0392E-02,2.6128E-02,2.2451E-02,1.9189E-02,9.0011E-03,7.07,5,50
1531,0137,"Chi-Chi, Taiwan",1999,TCU104,1063,,7.62,20,33,55,3,23.8500,120.8200,8,,49.28,49.93,12.87,,37.25,12.87,-12.87,410.45,24.2455,120.6018,CHICHI\TCU104-E.AT2,CHICHI\TCU104-N.AT2,CHICHI\TCU104-V.AT2,90,0,0.038,0.038,0.038,1.0059E-01,4.3351E+01,4.6291E+01,1.0067E-01,1.0138E-01,1.0167E-01,1.0282E-01,1.0311E-01,1.0333E-01,1.0222E-01,1.0704E-01,1.0820E-01,1.0760E-01,1.0807E-01,1.0883E-01,1.0986E-01,1.1118E-01,1.1127E-01,1.1103E-01,1.1921E-01,1.2087E-01,1.2069E-01,1.2269E-01,1.2706E-01,1.3578E-01,1.3657E-01,1.2842E-01,1.2336E-01,1.1873E-01,1.2723E-01,1.5148E-01,1.5104E-01,1.8856E-01,1.8261E-01,1.6885E-01,1.6556E-01,1.6840E-01,1.5660E-01,1.5490E-01,1.5015E-01,1.6195E-01,2.0229E-01,1.9947E-01,2.1022E-01,2.0640E-01,2.4242E-01,2.3799E-01,2.2000E-01,2.0707E-01,2.0735E-01,2.1600E-01,2.2249E-01,2.3958E-01,2.5303E-01,2.3504E-01,2.5593E-01,2.6540E-01,2.7476E-01,2.6772E-01,2.5391E-01,2.2698E-01,1.8887E-01,2.0844E-01,2.0552E-01,2.1979E-01,2.2889E-01,2.1661E-01,2.0417E-01,2.1268E-01,2.3472E-01,2.3568E-01,2.3713E-01,2.3406E-01,1.8853E-01,1.7786E-01,1.7728E-01,1.3704E-01,1.1739E-01,1.1012E-01,1.1342E-01,1.1005E-01,1.0583E-01,1.1011E-01,1.1248E-01,1.0208E-01,1.1663E-01,1.2187E-01,1.1509E-01,1.1981E-01,1.1483E-01,1.1621E-01,1.0946E-01,1.0197E-01,9.4188E-02,9.4436E-02,1.1258E-01,1.2926E-01,1.4226E-01,1.5439E-01,1.2402E-01,1.0823E-01,9.7426E-02,8.3930E-02,7.3510E-02,6.8487E-02,7.1142E-02,6.5430E-02,5.6073E-02,4.3267E-02,3.2056E-02,2.5213E-02,2.0698E-02,1.7832E-02,9.0372E-03,7.78,5,50
1532,0137,"Chi-Chi, Taiwan",1999,TCU105,1064,,7.62,20,33,55,3,23.8500,120.8200,8,,50.77,51.39,17.16,,41.39,17.16,-17.16,575.54,24.239,120.559,CHICHI\TCU105-E.AT2,CHICHI\TCU105-N.AT2,CHICHI\TCU105-V.AT2,90,0,0.038,0.038,0.038,1.2118E-01,3.9280E+01,4.6425E+01,1.2125E-01,1.2165E-01,1.2178E-01,1.2147E-01,1.2211E-01,1.2192E-01,1.2264E-01,1.2431E-01,1.2407E-01,1.2499E-01,1.2632E-01,1.2675E-01,1.2659E-01,1.2603E-01,1.2481E-01,1.2507E-01,1.2466E-01,1.2691E-01,1.3045E-01,1.3189E-01,1.3303E-01,1.3226E-01,1.3594E-01,1.2965E-01,1.3327E-01,1.3714E-01,1.4127E-01,1.4361E-01,1.4400E-01,1.4315E-01,1.4473E-01,1.5394E-01,1.6280E-01,1.9111E-01,1.9462E-01,1.9202E-01,1.9067E-01,1.9272E-01,2.2461E-01,2.3194E-01,2.4820E-01,2.5055E-01,2.8478E-01,3.0070E-01,3.0432E-01,3.4289E-01,3.4826E-01,3.4812E-01,3.5966E-01,3.6107E-01,4.2434E-01,4.4038E-01,4.2655E-01,4.1475E-01,3.9681E-01,3.8614E-01,3.7011E-01,3.9094E-01,3.9111E-01,3.2922E-01,2.9070E-01,2.6099E-01,2.5916E-01,2.8462E-01,2.6209E-01,2.6139E-01,2.1222E-01,2.0404E-01,1.7751E-01,1.8469E-01,1.9158E-01,1.7753E-01,1.8834E-01,1.6550E-01,1.2423E-01,1.2140E-01,1.2265E-01,1.3763E-01,1.4460E-01,1.3607E-01,1.2671E-01,1.1714E-01,1.1743E-01,1.3321E-01,1.2915E-01,1.2649E-01,1.2224E-01,1.1834E-01,1.0543E-01,9.9964E-02,1.0834E-01,1.1294E-01,1.2549E-01,1.3054E-01,1.2209E-01,1.1403E-01,9.3671E-02,9.0066E-02,7.8290E-02,6.1997E-02,5.9080E-02,6.9048E-02,6.9413E-02,6.8012E-02,6.1373E-02,4.2699E-02,3.1498E-02,2.3907E-02,1.9495E-02,1.6198E-02,7.7726E-03,7.78,5,50
1533,0137,"Chi-Chi, Taiwan",1999,TCU106,1065,,7.62,20,33,55,3,23.8500,120.8200,8,,37.65,38.49,14.97,,36.99,14.97,-14.97,451.37,24.0833,120.5518,CHICHI\TCU106-E.AT2,CHICHI\TCU106-N.AT2,CHICHI\TCU106-V.AT2,90,0,0.050,0.038,0.050,1.5421E-01,3.8177E+01,3.0958E+01,1.5426E-01,1.5467E-01,1.5478E-01,1.5478E-01,1.5494E-01,1.5495E-01,1.5557E-01,1.5501E-01,1.5537E-01,1.5687E-01,1.5616E-01,1.5656E-01,1.5729E-01,1.5840E-01,1.6078E-01,1.6181E-01,1.6349E-01,1.6680E-01,1.7121E-01,1.7512E-01,1.8034E-01,1.8392E-01,1.9095E-01,1.8998E-01,1.9671E-01,2.1118E-01,2.1958E-01,2.4885E-01,2.5359E-01,2.8363E-01,2.8504E-01,2.6881E-01,2.9956E-01,2.7851E-01,3.0925E-01,3.1567E-01,3.4137E-01,3.6360E-01,3.3676E-01,3.4621E-01,3.6404E-01,3.5934E-01,3.8643E-01,4.0403E-01,4.0037E-01,3.8884E-01,4.0103E-01,3.9944E-01,4.1089E-01,4.5015E-01,4.4910E-01,4.7568E-01,4.4848E-01,4.6864E-01,4.7364E-01,4.9623E-01,5.4234E-01,5.3912E-01,3.9900E-01,3.5943E-01,3.4196E-01,3.3015E-01,3.6009E-01,3.6844E-01,3.4238E-01,3.2411E-01,3.3850E-01,3.2065E-01,2.6696E-01,1.9473E-01,1.9731E-01,2.0243E-01,1.9272E-01,2.1831E-01,2.2460E-01,2.1310E-01,2.2809E-01,2.2077E-01,2.4269E-01,2.4740E-01,2.4633E-01,2.2393E-01,2.0194E-01,1.7805E-01,1.8175E-01,1.9839E-01,2.0107E-01,1.9683E-01,1.7830E-01,1.5690E-01,1.4870E-01,1.2743E-01,1.2861E-01,1.3271E-01,1.3364E-01,1.2055E-01,1.0836E-01,9.9844E-02,7.8625E-02,7.1804E-02,5.7819E-02,4.9772E-02,4.4822E-02,4.0958E-02,3.7597E-02,2.8292E-02,1.7384E-02,1.4429E-02,1.3369E-02,1.1659E-02,4.8860E-03,358.72,5,50
1534,0137,"Chi-Chi, Taiwan",1999,TCU107,1066,,7.62,20,33,55,3,23.8500,120.8200,8,,37.73,38.57,15.99,,37.97,15.99,-15.99,409,24.0727,120.5402,CHICHI\TCU107-E.AT2,CHICHI\TCU107-N.AT2,CHICHI\TCU107-V.AT2,90,0,0.038,0.038,0.038,1.3729E-01,3.7173E+01,3.1885E+01,1.3741E-01,1.3785E-01,1.3815E-01,1.3765E-01,1.3849E-01,1.3846E-01,1.4057E-01,1.3977E-01,1.3935E-01,1.4431E-01,1.4278E-01,1.4038E-01,1.4288E-01,1.4502E-01,1.4901E-01,1.4987E-01,1.4162E-01,1.4473E-01,1.4550E-01,1.4422E-01,1.4724E-01,1.5174E-01,1.5445E-01,1.5168E-01,1.5253E-01,1.5264E-01,1.5219E-01,1.5454E-01,1.6625E-01,1.7900E-01,1.7607E-01,1.8242E-01,1.8128E-01,1.8211E-01,1.8633E-01,2.0692E-01,1.9905E-01,2.1504E-01,2.4766E-01,2.7663E-01,2.9489E-01,3.2908E-01,3.4116E-01,3.2772E-01,3.2852E-01,3.0312E-01,2.8125E-01,3.0431E-01,3.1682E-01,3.5766E-01,3.7165E-01,3.9379E-01,4.3504E-01,4.2010E-01,3.7946E-01,3.5303E-01,3.8728E-01,3.8452E-01,4.1132E-01,3.6699E-01,3.3115E-01,3.3336E-01,3.2012E-01,3.6401E-01,3.4563E-01,3.5580E-01,3.8561E-01,3.6024E-01,3.4280E-01,3.5894E-01,4.4244E-01,3.3912E-01,2.8500E-01,2.5788E-01,2.4081E-01,2.5823E-01,2.7689E-01,2.9991E-01,2.9375E-01,3.3306E-01,2.9828E-01,2.4875E-01,2.1824E-01,2.0092E-01,2.0549E-01,2.0539E-01,1.7848E-01,1.4379E-01,1.1852E-01,1.1198E-01,1.3007E-01,1.3487E-01,1.2923E-01,1.3005E-01,1.2749E-01,9.6060E-02,9.5000E-02,9.4355E-02,7.8270E-02,7.1504E-02,5.9534E-02,4.6457E-02,4.6855E-02,4.3789E-02,4.1817E-02,2.8492E-02,1.8526E-02,1.5144E-02,1.4031E-02,1.1950E-02,5.1957E-03,358.72,5,50
1535,0137,"Chi-Chi, Taiwan",1999,TCU109,1067,,7.62,20,33,55,3,23.8500,120.8200,8,,36.36,37.23,13.06,,34.97,13.06,-13.06,535.13,24.0848,120.5713,CHICHI\TCU109-E.AT2,CHICHI\TCU109-N.AT2,CHICHI\TCU109-V.AT2,90,0,0.063,0.050,0.063,1.5941E-01,5.7110E+01,3.7649E+01,1.5949E-01,1.6108E-01,1.6055E-01,1.6007E-01,1.6381E-01,1.6562E-01,1.6659E-01,1.6475E-01,1.6512E-01,1.6806E-01,1.7026E-01,1.7118E-01,1.7241E-01,1.7298E-01,1.7015E-01,1.6781E-01,1.7125E-01,1.7499E-01,1.7270E-01,1.7457E-01,1.8102E-01,1.8722E-01,1.9399E-01,2.0048E-01,1.9890E-01,1.9946E-01,1.9758E-01,1.9372E-01,2.2069E-01,2.1212E-01,2.1934E-01,2.0986E-01,2.1759E-01,2.3087E-01,2.3794E-01,2.5479E-01,2.6103E-01,2.4902E-01,2.6895E-01,2.9844E-01,3.0370E-01,2.8141E-01,3.0364E-01,3.3764E-01,3.4707E-01,3.6826E-01,4.1022E-01,4.3060E-01,4.5652E-01,5.0547E-01,4.8271E-01,4.7355E-01,5.4754E-01,5.5621E-01,5.4382E-01,5.2824E-01,5.1535E-01,4.7530E-01,4.2277E-01,3.9013E-01,3.7920E-01,4.0547E-01,4.0518E-01,4.1535E-01,3.7157E-01,3.6392E-01,3.7731E-01,3.4764E-01,3.5981E-01,2.7897E-01,2.5587E-01,2.5995E-01,2.9348E-01,3.5389E-01,3.4154E-01,3.2870E-01,2.8010E-01,3.2220E-01,3.7071E-01,3.2878E-01,3.1999E-01,3.0043E-01,2.2913E-01,2.6636E-01,3.1090E-01,3.0736E-01,2.8519E-01,2.5497E-01,2.0963E-01,1.8273E-01,1.5717E-01,1.6262E-01,1.8124E-01,1.8111E-01,1.7470E-01,1.5641E-01,1.3196E-01,1.1253E-01,9.8959E-02,8.4193E-02,6.4828E-02,5.6235E-02,4.7468E-02,4.1485E-02,3.8603E-02,2.6276E-02,2.0039E-02,1.6337E-02,1.4340E-02,1.2478E-02,4.8542E-03,358.72,5,50
1536,0137,"Chi-Chi, Taiwan",1999,TCU110,1068,,7.62,20,33,55,3,23.8500,120.8200,8,,28.38,29.48,11.58,,33.59,11.58,-11.58,212.72,23.9622,120.5695,CHICHI\TCU110-E.AT2,CHICHI\TCU110-N.AT2,CHICHI\TCU110-V.AT2,90,0,0.050,0.050,0.050,1.8061E-01,5.2004E+01,3.1216E+01,1.8066E-01,1.8101E-01,1.8105E-01,1.8113E-01,1.8195E-01,1.8212E-01,1.8188E-01,1.8337E-01,1.8372E-01,1.8531E-01,1.8687E-01,1.8575E-01,1.8587E-01,1.8653E-01,1.8804E-01,1.8858E-01,1.8352E-01,1.8284E-01,1.8953E-01,1.9065E-01,1.8825E-01,1.8778E-01,1.9374E-01,1.9762E-01,1.9415E-01,1.9200E-01,1.9267E-01,1.9741E-01,2.0254E-01,2.0432E-01,2.0773E-01,2.0565E-01,2.0889E-01,2.2862E-01,2.3768E-01,2.3415E-01,2.2531E-01,2.2845E-01,2.2885E-01,2.4151E-01,2.4802E-01,2.4317E-01,2.3677E-01,2.6526E-01,2.8589E-01,2.6499E-01,2.7890E-01,2.8632E-01,2.8123E-01,2.6822E-01,2.7533E-01,3.0671E-01,3.2750E-01,3.4445E-01,3.4755E-01,3.8106E-01,4.3235E-01,3.8287E-01,4.6736E-01,5.3700E-01,5.1389E-01,4.5133E-01,4.5556E-01,4.4807E-01,5.1402E-01,5.3661E-01,5.3672E-01,5.0701E-01,4.8176E-01,4.0692E-01,4.7303E-01,4.7428E-01,4.9445E-01,4.7741E-01,5.1181E-01,5.1339E-01,5.7057E-01,5.4142E-01,5.0223E-01,4.6639E-01,4.3317E-01,3.6389E-01,2.6124E-01,2.4811E-01,2.1235E-01,1.9941E-01,2.0435E-01,2.0417E-01,1.9571E-01,1.6573E-01,1.7950E-01,1.5293E-01,1.3287E-01,1.1125E-01,9.8411E-02,1.0326E-01,1.0356E-01,8.9568E-02,6.6019E-02,5.8079E-02,4.9354E-02,4.1703E-02,3.3175E-02,3.0058E-02,2.8680E-02,2.4606E-02,1.9877E-02,1.5484E-02,1.2685E-02,1.1572E-02,5.0046E-03,355.98,5,50
1537,0137,"Chi-Chi, Taiwan",1999,TCU111,1069,,7.62,20,33,55,3,23.8500,120.8200,8,,44.79,45.50,22.12,,44.32,22.12,-22.12,237.53,24.1137,120.4872,CHICHI\TCU111-E.AT2,CHICHI\TCU111-N.AT2,CHICHI\TCU111-V.AT2,90,0,0.025,0.050,0.050,1.0947E-01,4.1832E+01,3.7920E+01,1.0954E-01,1.0973E-01,1.1021E-01,1.1056E-01,1.0993E-01,1.1021E-01,1.1074E-01,1.1150E-01,1.1110E-01,1.1175E-01,1.1120E-01,1.1110E-01,1.1087E-01,1.1055E-01,1.1019E-01,1.1054E-01,1.1188E-01,1.1142E-01,1.1558E-01,1.1492E-01,1.1149E-01,1.1310E-01,1.1427E-01,1.1571E-01,1.1596E-01,1.2675E-01,1.2670E-01,1.2462E-01,1.2731E-01,1.2701E-01,1.2774E-01,1.3131E-01,1.4014E-01,1.4512E-01,1.3454E-01,1.3402E-01,1.4291E-01,1.5231E-01,1.5960E-01,1.5509E-01,1.4946E-01,1.3809E-01,1.6302E-01,1.7374E-01,1.8325E-01,2.1114E-01,2.1273E-01,2.2597E-01,2.2687E-01,2.2155E-01,2.3173E-01,2.5356E-01,2.6029E-01,2.5679E-01,2.5097E-01,2.5585E-01,2.7682E-01,2.5463E-01,2.9261E-01,3.1078E-01,3.1590E-01,2.8702E-01,2.4642E-01,2.4417E-01,2.4253E-01,2.7062E-01,2.6476E-01,2.3916E-01,2.6456E-01,2.6525E-01,2.4090E-01,2.0616E-01,2.1883E-01,2.2528E-01,2.2318E-01,1.9039E-01,1.7293E-01,1.9909E-01,2.0460E-01,2.0193E-01,1.8253E-01,1.7920E-01,1.8871E-01,1.8585E-01,2.0465E-01,2.2478E-01,2.3622E-01,2.4803E-01,2.4333E-01,1.8375E-01,1.4782E-01,1.3362E-01,1.3705E-01,1.3376E-01,1.2451E-01,1.2667E-01,1.3896E-01,1.0746E-01,8.2617E-02,7.3085E-02,7.2680E-02,6.6666E-02,6.2985E-02,5.9038E-02,5.4145E-02,3.7619E-02,2.6790E-02,2.0812E-02,1.6407E-02,1.2353E-02,5.8494E-03,358.72,5,50
1538,0137,"Chi-Chi, Taiwan",1999,TCU112,1070,,7.62,20,33,55,3,23.8500,120.8200,8,,46.32,47.01,27.48,,49.61,27.48,-27.48,190.54,24.0557,120.424,CHICHI\TCU112-E.AT2,CHICHI\TCU112-N.AT2,CHICHI\TCU112-V.AT2,90,0,0.063,0.063,0.063,7.4846E-02,3.8093E+01,3.1798E+01,7.4879E-02,7.5394E-02,7.5732E-02,7.6024E-02,7.6110E-02,7.6416E-02,7.7352E-02,7.8484E-02,7.8574E-02,8.1046E-02,8.0765E-02,8.1132E-02,8.3015E-02,8.3695E-02,8.4910E-02,8.4456E-02,8.6628E-02,8.8785E-02,8.8598E-02,9.0327E-02,9.3314E-02,9.5029E-02,1.0326E-01,1.0879E-01,1.1081E-01,1.1495E-01,1.1936E-01,1.3474E-01,1.5669E-01,1.3956E-01,1.4976E-01,1.5528E-01,1.8023E-01,1.9770E-01,1.9514E-01,1.9526E-01,2.0837E-01,2.3647E-01,2.1779E-01,2.2943E-01,2.1920E-01,1.9623E-01,1.6929E-01,1.7048E-01,1.7445E-01,1.5660E-01,1.6706E-01,1.7119E-01,1.7952E-01,2.1264E-01,2.1427E-01,2.0936E-01,2.2003E-01,2.1667E-01,2.0118E-01,1.8717E-01,1.8105E-01,1.7083E-01,1.4413E-01,1.2839E-01,1.4680E-01,1.4286E-01,1.3599E-01,1.2805E-01,1.3866E-01,1.3913E-01,1.4737E-01,1.6072E-01,1.4181E-01,1.2149E-01,1.2923E-01,1.3738E-01,1.4922E-01,1.6850E-01,1.6231E-01,1.7572E-01,1.5269E-01,1.5494E-01,1.7677E-01,2.0401E-01,1.8843E-01,1.6535E-01,1.6645E-01,1.9139E-01,2.3721E-01,2.2531E-01,2.1253E-01,1.9920E-01,1.7690E-01,1.6033E-01,1.5667E-01,1.3445E-01,1.0685E-01,9.4031E-02,1.0347E-01,1.0884E-01,9.1933E-02,7.4361E-02,5.2402E-02,5.4920E-02,5.3823E-02,5.4562E-02,5.5910E-02,5.0160E-02,4.6122E-02,3.2421E-02,2.0279E-02,1.5015E-02,1.2503E-02,1.0025E-02,4.0194E-03,358.72,5,50
1539,0137,"Chi-Chi, Taiwan",1999,TCU113,1071,,7.62,20,33,55,3,23.8500,120.8200,8,,44.37,45.08,31.05,,53.4,31.05,-31.05,230.3,23.8928,120.3865,CHICHI\TCU113-E.AT2,CHICHI\TCU113-N.AT2,CHICHI\TCU113-V.AT2,90,0,0.050,0.038,0.050,7.2611E-02,2.6464E+01,2.1787E+01,7.2714E-02,7.3718E-02,7.3569E-02,7.4233E-02,7.5403E-02,7.4705E-02,7.5764E-02,7.7052E-02,7.7297E-02,7.7397E-02,7.8226E-02,8.2012E-02,8.5213E-02,9.0135E-02,9.3116E-02,9.7056E-02,1.0085E-01,1.1105E-01,9.4711E-02,9.2083E-02,8.5791E-02,8.3060E-02,8.3170E-02,8.4064E-02,8.9665E-02,9.2489E-02,9.8115E-02,1.1782E-01,1.3232E-01,1.2715E-01,1.2854E-01,1.4071E-01,1.5390E-01,1.6292E-01,1.5005E-01,1.5055E-01,1.4758E-01,1.6632E-01,2.2524E-01,1.9992E-01,2.0213E-01,2.0165E-01,2.0924E-01,1.9815E-01,2.0939E-01,2.3589E-01,1.8157E-01,1.8506E-01,1.8718E-01,1.9058E-01,2.2067E-01,2.4320E-01,2.3006E-01,2.0383E-01,1.9404E-01,1.7709E-01,1.6390E-01,1.5347E-01,1.2713E-01,1.4145E-01,1.4485E-01,1.4468E-01,1.1489E-01,1.0823E-01,1.0756E-01,9.9638E-02,1.0693E-01,1.0924E-01,1.0478E-01,1.0148E-01,1.0751E-01,1.2251E-01,1.3399E-01,1.3238E-01,1.4004E-01,1.4163E-01,1.3488E-01,1.2106E-01,1.2246E-01,1.4751E-01,1.4676E-01,1.3484E-01,9.5505E-02,7.7534E-02,7.9044E-02,8.2507E-02,8.9983E-02,1.0092E-01,9.6755E-02,9.2161E-02,8.2562E-02,8.9514E-02,8.7439E-02,8.7351E-02,8.9126E-02,9.2982E-02,8.3259E-02,6.8299E-02,6.0353E-02,4.5539E-02,4.0123E-02,3.0952E-02,2.5549E-02,2.2918E-02,2.1657E-02,1.6292E-02,1.1364E-02,8.2719E-03,7.0202E-03,6.4886E-03,3.0531E-03,355.98,5,50
